SubjectName,sano_yobi
Date,20241119
InputMethod,Pointing
Radius,400
All Task Orders:
4,8,3,7,2,6,1,5,9
8,3,7,2,6,1,5,9,4
5,9,4,8,3,7,2,6,1
1,5,9,4,8,3,7,2,6
8,3,7,2,6,1,5,9,4
3,7,2,6,1,5,9,4,8
4,9,5,1,6,2,7,3,8
6,1,5,9,4,8,3,7,2
4,9,5,1,6,2,7,3,8
1,5,9,4,8,3,7,2,6
6,2,7,3,8,4,9,5,1
3,8,4,9,5,1,6,2,7
1,6,2,7,3,8,4,9,5
8,4,9,5,1,6,2,7,3
2,6,1,5,9,4,8,3,7
5,1,6,2,7,3,8,4,9
8,4,9,5,1,6,2,7,3
2,6,1,5,9,4,8,3,7
5,9,4,8,3,7,2,6,1
2,7,3,8,4,9,5,1,6
9,4,8,3,7,2,6,1,5
6,1,5,9,4,8,3,7,2
6,2,7,3,8,4,9,5,1
7,2,6,1,5,9,4,8,3
2,7,3,8,4,9,5,1,6
4,8,3,7,2,6,1,5,9
9,4,8,3,7,2,6,1,5
9,5,1,6,2,7,3,8,4
7,2,6,1,5,9,4,8,3
7,3,8,4,9,5,1,6,2
9,5,1,6,2,7,3,8,4
7,3,8,4,9,5,1,6,2
3,8,4,9,5,1,6,2,7
5,1,6,2,7,3,8,4,9
1,6,2,7,3,8,4,9,5
3,7,2,6,1,5,9,4,8
