SubjectName,kominato_yobi
Date,20241119
InputMethod,Touch
Radius,400
All Task Orders:
2,7,3,8,4,9,5,1,6
4,9,5,1,6,2,7,3,8
3,7,2,6,1,5,9,4,8
3,7,2,6,1,5,9,4,8
7,2,6,1,5,9,4,8,3
2,7,3,8,4,9,5,1,6
9,5,1,6,2,7,3,8,4
9,4,8,3,7,2,6,1,5
1,5,9,4,8,3,7,2,6
6,2,7,3,8,4,9,5,1
3,8,4,9,5,1,6,2,7
6,1,5,9,4,8,3,7,2
4,8,3,7,2,6,1,5,9
8,3,7,2,6,1,5,9,4
7,3,8,4,9,5,1,6,2
9,5,1,6,2,7,3,8,4
2,6,1,5,9,4,8,3,7
5,9,4,8,3,7,2,6,1
2,6,1,5,9,4,8,3,7
7,2,6,1,5,9,4,8,3
6,2,7,3,8,4,9,5,1
1,6,2,7,3,8,4,9,5
3,8,4,9,5,1,6,2,7
1,5,9,4,8,3,7,2,6
8,3,7,2,6,1,5,9,4
6,1,5,9,4,8,3,7,2
5,9,4,8,3,7,2,6,1
8,4,9,5,1,6,2,7,3
9,4,8,3,7,2,6,1,5
8,4,9,5,1,6,2,7,3
4,9,5,1,6,2,7,3,8
7,3,8,4,9,5,1,6,2
4,8,3,7,2,6,1,5,9
5,1,6,2,7,3,8,4,9
5,1,6,2,7,3,8,4,9
1,6,2,7,3,8,4,9,5
