SubjectName,hayashi_yobi
Date,20241119
InputMethod,Pointing
Radius,800
All Task Orders:
8,3,7,2,6,1,5,9,4
8,4,9,5,1,6,2,7,3
7,2,6,1,5,9,4,8,3
1,6,2,7,3,8,4,9,5
2,6,1,5,9,4,8,3,7
6,1,5,9,4,8,3,7,2
8,3,7,2,6,1,5,9,4
6,2,7,3,8,4,9,5,1
4,9,5,1,6,2,7,3,8
6,2,7,3,8,4,9,5,1
4,8,3,7,2,6,1,5,9
5,1,6,2,7,3,8,4,9
3,7,2,6,1,5,9,4,8
9,5,1,6,2,7,3,8,4
8,4,9,5,1,6,2,7,3
4,9,5,1,6,2,7,3,8
1,5,9,4,8,3,7,2,6
4,8,3,7,2,6,1,5,9
9,5,1,6,2,7,3,8,4
7,3,8,4,9,5,1,6,2
5,9,4,8,3,7,2,6,1
1,5,9,4,8,3,7,2,6
9,4,8,3,7,2,6,1,5
5,1,6,2,7,3,8,4,9
5,9,4,8,3,7,2,6,1
2,7,3,8,4,9,5,1,6
3,8,4,9,5,1,6,2,7
2,7,3,8,4,9,5,1,6
3,8,4,9,5,1,6,2,7
6,1,5,9,4,8,3,7,2
7,3,8,4,9,5,1,6,2
1,6,2,7,3,8,4,9,5
2,6,1,5,9,4,8,3,7
7,2,6,1,5,9,4,8,3
9,4,8,3,7,2,6,1,5
3,7,2,6,1,5,9,4,8
